row.names,pclass,survived,name,age,embarked,home.dest,room,ticket,boat,sex,first_class,second_class,third_class
494,1,0,"Mantvila, Rev Joseph",27,Southampton,"Worcester, MA",,,,1,0,1,0
495,1,1,"Marshall, Mrs Kate Louise Phillips",19,Southampton,"Worcester, England",,,,0,0,1,0
496,1,0,"Matthews, Mr William John",30,Southampton,"St Austall, Cornwall",,,,1,0,1,0
497,1,0,"Maybery, Mr Frank H.",20,Southampton,"Weston-Super-Mare / Moose Jaw, SK",,,,1,0,1,0
498,1,0,"McCrae, Mr Arthur Gordon",45,Southampton,"Sydney, Australia",,,-209,1,0,1,0
499,1,0,"McCrie, Mr James Matthew",31.19418104,Southampton,"Sarnia, ON",,,,1,0,1,0
500,1,0,"McKane, Mr Peter D.",46,Southampton,"Rochester, NY",,,,1,0,1,0
501,1,1,"Mellenger, Mrs Elizabeth Anne",41,Southampton,"England / Bennington, VT",,,14-dic,0,0,1,0
502,1,1,"Mellenger, Miss Madeleine Violet",13,Southampton,"England / Bennington, VT",,,14-dic,0,0,1,0
503,1,1,"Mellor, Mr William John",19,Southampton,"Chelsea, London",,,B,1,0,1,0
504,1,0,"Meyer, Mr August",30,Southampton,"Harrow-on-the-Hill, Middlesex",,,,1,0,1,0
505,1,0,"Milling, Mr Jacob Christian",48,Southampton,"Copenhagen, Denmark",,,-271,1,0,1,0
506,1,0,"Mitchell, Mr Henry Michael",71,Southampton,"Guernsey / Montclair, NJ and/or Toledo, Ohio",,,,1,0,1,0
507,1,0,"Moraweck, Dr Ernest",54,Southampton,"Frankfort, KY",,,,1,0,1,0
508,1,0,"Morley, Mr William",31.19418104,Southampton,"Petworth, Sussex",,,,1,0,1,0
509,1,0,"Mudd, Mr Thomas C.",31.19418104,Southampton,"Halesworth, England",,,,1,0,1,0
510,1,0,"Myles, Mr Thomas Francis",64,Queenstown,"Cambridge, MA",,,,1,0,1,0
511,1,0,"Nasser (Nasrallah), Mr Nicholas",32,Cherbourg,"New York, NY",,,-43,1,0,1,0
512,1,1,"Nasser (Nasrallah), Mrs Nicholas",18,Cherbourg,"New York, NY",,,,0,0,1,0
513,1,1,"Navratil, Master Edmond Roger",2,Southampton,"Nice, France",,230080 L26,D,1,0,1,0
514,1,0,"Navratil, Mr Michel",32,Southampton,"Nice, France",,230080 L26,-15,1,0,1,0
515,1,1,"Navratil, Master Michel M.",3,Southampton,"Nice, France",,230080 L26,D,1,0,1,0
516,1,0,"Nesson, Mr Israel",26,Southampton,"Boston, MA",,,,1,0,1,0
517,1,0,"Nicholls, Mr Joseph Charles",19,Southampton,"Cornwall / Hancock, MI",,,-101,1,0,1,0
518,1,0,"Norman, Mr Robert Douglas",31.19418104,Southampton,Glasgow,,,-287,1,0,1,0
519,1,1,"Nourney, Mr Alfred (aka Baron von Drachstedt)",20,Cherbourg,"Cologne, Germany",D-38,,7,1,0,1,0
520,1,1,"Nye, Mrs Elizabeth Ramell",29,Southampton,"Folkstone, Kent / New York, NY",F-33,,11,0,0,1,0
521,1,0,"Otter, Mr Richard",39,Southampton,"Middleburg Heights, OH",,,,1,0,1,0
522,1,1,"Oxenham, Mr Percy Thomas",22,Southampton,"Pondersend, England / New Durham, NJ",,,,1,0,1,0
523,1,1,"Padro y Manent, Mr Julian",31.19418104,Cherbourg,"Spain / Havana, Cuba",,,,1,0,1,0
524,1,0,"Pain, Dr Alfred",24,Southampton,"Hamilton, ON",,,,1,0,1,0
525,1,1,"Pallas y Castello, Mr Emilio",31.19418104,Cherbourg,"Spain / Havana, Cuba",,,,1,0,1,0
526,1,0,"Parker, Mr Clifford R.",28,Southampton,"St Andrews, Guernsey",,,,1,0,1,0
527,1,0,"Parkes, Mr Francis (Frank)",31.19418104,,Belfast,,,,1,0,1,0
528,1,1,"Parrish, Mrs Lutie Davis",50,Southampton,"Woodford County, KY",,,12,0,0,1,0
529,1,0,"Pengelly, Mr Frederick",20,Southampton,"Gunnislake, England / Butte, MT",,,,1,0,1,0
530,1,0,"Peruschitz, Rev. Joseph M.",40,Southampton,,,,,1,0,1,0
531,1,1,"Phillips, Miss Alice",42,Southampton,"Ilfracombe, Devon",,,12,0,0,1,0
532,1,0,"Phillips, Mr Robert",21,Southampton,"Ilfracombe, Devon",,,,1,0,1,0
533,1,1,"Pinsky, Miss Rosa",32,Southampton,Russia,,,,0,0,1,0
534,1,0,"Ponesell, Mr Martin",34,Southampton,"Denmark / New York, NY",,250647,,1,0,1,0
535,1,1,"Portaluppi, Mr Emilio",31.19418104,Cherbourg,"Milford, NH",,,,1,0,1,0
536,1,0,"Pulbaum, Mr Frank",31.19418104,Cherbourg,Paris,,,,1,0,1,0
537,1,1,"Quick, Mrs Frederick C. (Jane Richards)",33,Southampton,"Plymouth, Devon / Detroit, MI",,,11,0,0,1,0
538,1,1,"Quick, Miss Phyllis May",2,Southampton,"Plymouth, Devon / Detroit, MI",,,11,0,0,1,0
539,1,1,"Quick, Miss Winifred Vera",8,Southampton,"Plymouth, Devon / Detroit, MI",,,11,0,0,1,0
540,1,0,"Reeves, Mr David",36,Southampton,"Brighton, Sussex",,,,1,0,1,0
541,1,0,"Renouf, Mr Peter Henry",34,Southampton,"Elizabeth, NJ",,,,1,0,1,0
542,1,1,"Renouf, Mrs Peter Henry (Lillian Jefferys)",30,Southampton,"Elizabeth, NJ",,,,0,0,1,0
543,1,1,"Reynaldo, Mrs Encarnacion",28,Southampton,Spain,,,,0,0,1,0
544,1,0,"Richard, Mr Emil",23,Cherbourg,"Paris / Montreal, PQ",,,,1,0,1,0
545,1,1,"Richards, Master George Sidney",0.8333,Southampton,"Cornwall / Akron, OH",,,4,1,0,1,0
546,1,1,"Richards, Mrs Sidney (Emily Hocking)",25,Southampton,"Cornwall / Akron, OH",,,4,0,0,1,0
547,1,1,"Richards, Master William Rowe",3,Southampton,"Cornwall / Akron, OH",,,4,1,0,1,0
548,1,1,"Ridsdale, Miss Lucy",50,Southampton,"London, England / Marietta, Ohio and Milwaukee, WI",,,,0,0,1,0
549,1,0,"Rogers, Mr Harry",31.19418104,Southampton,,,,,1,0,1,0
550,1,1,"Rugg, Miss Emily",21,Southampton,"Guernsey / Wilmington, DE",,,12,0,0,1,0
551,1,0,"Sedgwick, Mr Charles Frederick Waddington",31.19418104,Southampton,Liverpool,,,,1,0,1,0
552,1,0,"Sharp, Mr Percival",31.19418104,Southampton,"Hornsey, England",,,,1,0,1,0
553,1,1,"Shelley, Mrs William (Imanita)",25,Southampton,"Deer Lodge, MT",,,12,0,0,1,0
554,1,1,"Silven, Miss Lyyli",18,Southampton,"Finland / Minneapolis, MN",,,,0,0,1,0
555,1,1,"Sincock, Miss Maude",20,Southampton,"Cornwall / Hancock, MI",,,11,0,0,1,0
556,1,1,"Siukonnen, Miss Anna",30,Southampton,"Finland / Washington, DC",,,,0,0,1,0
557,1,0,"Sjostedt, Mr Ernst Adolf",59,Southampton,"Sault St Marie, ON",,,,1,0,1,0
558,1,1,"Slayter, Miss Hilda Mary",30,Queenstown,"Halifax, NS",,,13,0,0,1,0
559,1,0,"Slemen, Mr Richard James",35,Southampton,Cornwall,,,,1,0,1,0
560,1,0,"Smith (Schmidt), Mr Augustus",22,Southampton,"Newark, NJ",,,,1,0,1,0
561,1,1,"Smith, Miss Marion",31.19418104,Southampton,,,,,0,0,1,0
562,1,0,"Sobey, Mr Hayden",25,Southampton,"Cornwall / Houghton, MI",,,,1,0,1,0
563,1,0,"Stanton, Mr Samuel Ward",41,Cherbourg,"New York, NY",,,,1,0,1,0
564,1,0,"Stokes, Mr Philip Joseph",25,Southampton,"Catford, Kent / Detroit, MI",,,-81,1,0,1,0
565,1,0,"Sweet, Mr George",14,Southampton,"Somerset / Bernardsville, NJ",,,,1,0,1,0
566,1,1,"Toomey, Miss Ellen",50,Southampton,"Indianapolis, IN",,,9,0,0,1,0
567,1,0,"Troupiansky, Mr Moses Aaron",22,Southampton,,,,,1,0,1,0
568,1,1,"Trout, Mrs William H. (Jessie L.)",31.19418104,Southampton,"Columbus, OH",,,9,0,0,1,0
569,1,1,"Troutt, Miss Edwina Celia",27,Southampton,"Bath, England / Massachusetts",E-101,34218 L10 10s,16,0,0,1,0
570,1,0,"Turpin, Mr William John",29,Southampton,"Plymouth, England",,,,1,0,1,0
571,1,0,"Turpin, Mrs William John (Dorothy Anne Wonnacott)",27,Southampton,"Plymouth, England",,,,0,0,1,0
572,1,0,"Veale, Mr James",30,Southampton,"Barre, Co Washington, VT",,,,1,0,1,0
573,1,0,"Waelens, Mr Achille",22,Southampton,"Antwerp, Belgium / Stanton, OH",,,-140,1,0,1,0
574,1,1,"Walcroft, Miss Nellie",35,Southampton,"Mamaroneck, NY",,,,0,0,1,0
575,1,0,"Ware, Mr John James",30,Southampton,"Bristol, England / New Britain, CT",,,,1,0,1,0
576,1,1,"Ware, Mrs John James (Florence Louise Long)",28,Southampton,"Bristol, England / New Britain, CT",,,12,0,0,1,0
577,1,0,"Ware, Mr William J.",23,Southampton,,,,,1,0,1,0
578,1,0,"Watson, Mr Ennis Hastings",31.19418104,Southampton,Belfast,,,,1,0,1,0
579,1,1,"Watt, Miss Bertha",12,Southampton,"Aberdeen / Portland, OR",,,9,0,0,1,0
580,1,1,"Watt, Mrs James (Bessie Inglis Milne)",40,Southampton,"Aberdeen / Portland, OR",,,9,0,0,1,0
581,1,1,"Webber, Miss Susan",36,Southampton,"England / Hartford, CT",E-101,,,0,0,1,0
582,1,0,"Weisz, Mr Leopold",28,Southampton,"Bromsgrove, England / Montreal, PQ",,,-293,1,0,1,0
583,1,1,"Weisz, Mrs Leopold (Mathilde)",32,Southampton,"Bromsgrove, England / Montreal, PQ",,,,0,0,1,0
584,1,1,"Wells, Mrs Arthur H. (Addie Trevaskis)",29,Southampton,"Cornwall / Akron, OH",,,,0,0,1,0
585,1,1,"Wells, Miss Joan",4,Southampton,"Cornwall / Akron, OH",,,,0,0,1,0
586,1,1,"Wells, Master Ralph Lester",2,Southampton,"Cornwall / Akron, OH",,,,1,0,1,0
587,1,1,"West, Miss Barbara J.",31.19418104,Southampton,"Bournmouth, England",,,,0,0,1,0
588,1,1,"West, Miss Constance Mirium",31.19418104,Southampton,"Bournmouth, England",,,,0,0,1,0
589,1,0,"West, Mr Edwy Arthur",36,Southampton,"Bournmouth, England",,,,1,0,1,0
590,1,1,"West, Mrs Edwy Arthur (Ada Mary)",33,Southampton,"Bournmouth, England",,,,0,0,1,0
591,1,0,"Wheadon, Mr Edward",31.19418104,Southampton,"Guernsey, England / Edgewood, RI",,,,1,0,1,0
592,1,0,"Wheeler, Mr Edwin",31.19418104,Southampton,,,,,1,0,1,0
593,1,0,"Wheeler, Mr Frederick",31.19418104,,,,,,1,0,1,0
594,1,1,"Wilhelms, Mr Charles",32,Southampton,"London, England",,,9,1,0,1,0
595,1,1,"Wilkinson, Mrs Elizabeth Anne",31.19418104,Southampton,"Manchester, England",,,,0,0,1,0
596,1,1,"Williams, Mr Charles Eugene",31.19418104,Southampton,"Harrow, England",,,14,1,0,1,0
597,1,1,"Wright, Miss Marion",26,Southampton,"Yoevil, England / Cottage Grove, OR",,,9,0,0,1,0
598,1,0,"Yrois, Miss Henriette",31.19418104,Southampton,Paris,,,,0,0,1,0
599,1,0,"Aldworth, Mr Charles Augustus",30,Southampton,"Bryn Mawr, PA, USA",,248744 L13,,1,0,1,0
600,1,1,"Brown, Miss Mildred",24,Southampton,"London / Montreal, PQ",F-33,,11,0,0,1,0
601,1,0,"Pernot, Mr Rene",31.19418104,Cherbourg,,2131,L15 1s,,1,0,1,0
602,1,0,"Swane, Mr George",18,Southampton,,F-?,,-294,1,0,1,0
603,2,0,"Abbing, Mr Anthony",42,Southampton,,,,,1,0,0,1
604,2,0,"Abbott, Master Eugene Joseph",13,Southampton,"East Providence, RI",,,,1,0,0,1
605,2,0,"Abbott, Mr Rossmore Edward",16,Southampton,"East Providence, RI",,,-190,1,0,0,1
606,2,1,"Abbott, Mrs Stanton (Rosa)",35,Southampton,"East Providence, RI",,,A,0,0,0,1
607,2,1,"Abelseth, Miss Anna Karen",16,Southampton,"Norway Los Angeles, CA",,,16,0,0,0,1
608,2,1,"Abelseth, Mr Olaus",25,Southampton,"Perkins County, SD",,,A,1,0,0,1
609,2,1,"Abraham, Mrs Joseph (Sophie Easu)",18,Cherbourg,"Greensburg, PA",,,,0,0,0,1
610,2,1,"Abrahamsson, Mr August",20,Southampton,"Taalintehdas, Finland Hoboken, NJ",,,15,1,0,0,1
611,2,0,"Adahl, Mr Mauritz Nils Martin",30,Southampton,"Asarum, Sweden Brooklyn, NY",,7076,-72,1,0,0,1
612,2,0,"Adams, Mr John",26,Southampton,"Bournemouth, England",,,-103,1,0,0,1
613,2,0,"Ahlin, Mrs Johanna Persdotter",40,Southampton,"Sweden Akeley, MN",,,,0,0,0,1
614,2,0,"Ahmed, Mr Ali",24,Southampton,,,,,1,0,0,1
615,2,0,"Aijo-Nirva, Mr Isak",41,Southampton,"Finland Sudbury, ON",,,,1,0,0,1
616,2,1,"Aks, Mrs Sam (Leah Rosen)",18,Southampton,"London, England Norfolk, VA",,392091,13,0,0,0,1
617,2,1,"Aks, Master Philip",0.8333,Southampton,"London, England Norfolk, VA",,392091,11,1,0,0,1
618,2,0,"Alexander, Mr William",23,Southampton,"England Albion, NY",,,,1,0,0,1
619,2,0,"Alhomaki, Mr Ilmari Rudolf",20,Southampton,"Salo, Finland Astoria, OR",,,,1,0,0,1
620,2,0,"Ali, Mr William",25,Southampton,Argentina,,,-79,1,0,0,1
621,2,0,"Allen, Mr William Henry",35,Southampton,"Lower Clapton, Middlesex or Erdington, Birmingham",,,,1,0,0,1
622,2,0,"Allum, Mr Owen George",17,Southampton,"Windsor, England New York, NY",,,-259,1,0,0,1
623,2,0,"Andersen, Mr Albert Karvin",32,Southampton,"Bergen, Norway",,,-260,1,0,0,1
624,2,0,"Andersen, Mr Thor Olsvigen",20,Southampton,"Oslo, Norway Cameron, WI",,,-89,1,0,0,1
625,2,0,"Andersson, Mr Anders Johan",39,Southampton,"Sweden Winnipeg, MN",,,,1,0,0,1
626,2,0,"Andersson, Mrs Anders Johan (Alfrida K. Brogren)",39,Southampton,"Sweden Winnipeg, MN",,,,0,0,0,1
627,2,0,"Andersson, Miss Ebba Iris",6,Southampton,"Sweden Winnipeg, MN",,,,0,0,0,1
628,2,0,"Andersson, Miss Ellis Anna Maria",2,Southampton,"Sweden Winnipeg, MN",,,,0,0,0,1
629,2,1,"Andersson, Miss Erna",17,Southampton,"Ruotsinphyhtaa, Finland New York, NY",,,,0,0,0,1
630,2,0,"Andersson, Miss Ida Augusta Margareta",38,Southampton,"Vadsbro, Sweden Ministee, MI",,,,0,0,0,1
631,2,0,"Andersson, Miss Ingeborg Constancia",9,Southampton,"Sweden Winnipeg, MN",,,,0,0,0,1
632,2,0,"Andersson, Mr Johan Samuel",26,Southampton,"Hartford, CT",,,,1,0,0,1
633,2,0,"Andersson, Miss Sigrid Elizabeth",11,Southampton,"Sweden Winnipeg, MN",,,,0,0,0,1
634,2,0,"Andersson, Master Sigvard Harald Elias",4,Southampton,"Sweden Winnipeg, MN",,,,1,0,0,1
635,2,0,"Andreasson, Mr Paul Edvin",20,Southampton,"Sweden Chicago, IL",,,,1,0,0,1
636,2,0,"Angheloff, Mr Minko",26,Southampton,"Bulgaria Chicago, IL",,,,1,0,0,1
637,2,0,"Arnold, Mr Josef",25,Southampton,"Altdorf, Switzerland",,,,1,0,0,1
638,2,0,"Arnold, Mrs Josef (Josephine Frank)",18,Southampton,"Altdorf, Switzerland",,,,0,0,0,1
639,2,0,"Aronsson, Mr Ernst Axel Algot",24,Southampton,"Sweden Joliet, IL",,,,1,0,0,1
640,2,0,"Asim, Mr Adola",35,Southampton,,,,,1,0,0,1
641,2,0,"Asplund, Mr Carl Oscar Vilhelm Gustafsson",40,Southampton,"Sweden  Worcester, MA",,,-142,1,0,0,1
642,2,1,"Asplund, Mrs Carl Oscar (Selma Augusta Johansson)",38,Southampton,"Sweden  Worcester, MA",,,4,0,0,0,1
643,2,0,"Asplund, Master Carl Edgar",5,Southampton,"Sweden  Worcester, MA",,,,1,0,0,1
644,2,0,"Asplund, Master Clarence Gustaf Hugo",9,Southampton,"Sweden Worcester, MA",,,,1,0,0,1
645,2,1,"Aspland, Master Edvin Rojj Felix",3,Southampton,"Sweden Worcester, MA",,,4,1,0,0,1
646,2,0,"Asplund, Master Filip Oscar",13,Southampton,"Sweden Worcester, MA",,,,1,0,0,1
647,2,1,"Asplund, Mr John Charles",23,Southampton,"Oskarshamn, Sweden Minneapolis, MN",,,,1,0,0,1
648,2,1,"Asplund, Miss Lillian Gertrud",5,Southampton,"Sweden Worcester, MA",,,4,0,0,0,1
649,2,0,"Assaf, Mr Gerios",31.19418104,Cherbourg,"Ottawa, ON",,,,1,0,0,1
650,2,1,"Assaf, Mrs Mariana",45,Cherbourg,"Ottawa, ON",,,C,0,0,0,1
651,2,0,"Assam, Mr Ali",23,Southampton,,,,,1,0,0,1
652,2,0,"Attalah, Miss Malaka",17,Cherbourg,,,,,0,0,0,1
653,2,0,"Attala (Kalil), Mr Solomon",27,Cherbourg,"Ottawa, ON",,,,1,0,0,1
654,2,0,"Augustsson, Mr Albert",23,Southampton,"Krakoryd, Sweden Bloomington, IL",,,,1,0,0,1
655,2,0,"Baccos, Mr Rafoul",20,Cherbourg,,,,,1,0,0,1
656,2,0,"Backstrom, Mr Karl Alfred",32,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,1,0,0,1
657,2,1,"Backstrom, Mrs Karl Alfred (Maria Mathilda Gustafsson)",33,Southampton,"Ruotsinphytaa, Finland New York, NY",,,,0,0,0,1
658,2,1,"Baclini, Miss Eugenie",3,Cherbourg,"Syria New York, NY",,,,0,0,0,1
659,2,1,"Baclini, Miss Helene",31.19418104,Cherbourg,"Syria New York, NY",,,,0,0,0,1
660,2,1,"Baclini, Miss Maria",31.19418104,Cherbourg,"Syria New York, NY",,,,0,0,0,1
661,2,1,"Baclini, Mrs Solomon (Latifa)",31.19418104,Cherbourg,"Syria New York, NY",,,,0,0,0,1
662,2,1,"Badman, Miss Emily Louisa",18,Southampton,"London Skanteales, NY",,,,0,0,0,1
663,2,0,"Badt, Mr Mohamed",40,Cherbourg,,,,,1,0,0,1
664,2,0,"Balkic, Mr Cerin",26,Southampton,,,,,1,0,0,1
665,2,1,"Banoura, Miss Ayout",15,Cherbourg,"Syria Youngstown, OH",,,,0,0,0,1
666,2,0,"Barbara, Mrs Catherine",45,Cherbourg,"Syria Ottawa, ON",,,,0,0,0,1
667,2,0,"Barbara, Miss Saude",18,Cherbourg,"Syria Ottawa, ON",,,,0,0,0,1
668,2,0,"Barry, Miss Julia",27,Queenstown,"New York, NY",,,,0,0,0,1
669,2,0,Barton Mr David,22,Southampton,"England New York, NY",,,,1,0,0,1
670,2,0,"Beavan, Mr William Thomas",19,Southampton,England,,,,1,0,0,1
671,2,0,"Bengtsson, Mr John Viktor",26,Southampton,"Krakudden, Sweden Moune, IL",,,,1,0,0,1
672,2,0,Berglund. Mr Karl Ivar Sven,22,Southampton,"Tranvik, Finland New York",,,,1,0,0,1
673,2,0,"Betros, Mr Tannous",20,Cherbourg,Syria,,,,1,0,0,1
674,2,1,"Bing, Mr Lee",32,Southampton,"Hong Kong New York, NY",,,,1,0,0,1
675,2,0,"Birkeland, Mr Hans",21,Southampton,"Brennes, Norway New York",,,,1,0,0,1
676,2,0,"Bjorklund, Ernst Herbert",18,Southampton,"Stockholm, Sweden New York",,,,1,0,0,1
677,2,0,"Bostandyeff, Mr Guentcho",26,Southampton,"Bulgaria Chicago, IL",,,,1,0,0,1
678,2,0,"Boulos, Master Akar",6,Cherbourg,"Syria Kent, ON",,,,1,0,0,1
679,2,0,"Boulos, Mr Hanna",31.19418104,Cherbourg,Syria,,,,1,0,0,1
680,2,0,"Boulos, Mrs Joseph (Sultana)",31.19418104,Cherbourg,"Syria Kent, ON",,,,0,0,0,1
681,2,0,"Boulos, Miss Laura",9,Cherbourg,"Syria Kent, ON",,,,0,0,0,1
682,2,0,"Bourke, Mr John",40,Queenstown,"Ireland Chicago, IL",,,,1,0,0,1
683,2,0,"Bourke, Mrs John (Catherine)",32,Queenstown,"Ireland Chicago, IL",,,,0,0,0,1
684,2,0,"Bourke, Miss Mary",31.19418104,Queenstown,"Ireland Chicago, IL",,,,0,0,0,1
685,2,0,"Bowen, Mr David",26,Southampton,"Treherbert, Cardiff, Wales",,,,1,0,0,1
686,2,1,"Bradley, Miss Bridget Delia",18,Queenstown,"Kingwilliamstown, Co Cork, Ireland Glens Falls, NY",,,13,0,0,0,1
687,2,0,"Braf, Miss Elin Ester Maria",20,Southampton,"Medeltorp, Sweden Chicago, IL",,,,0,0,0,1
688,2,0,"Brahim, Mr Youssef",31.19418104,Cherbourg,,,,,1,0,0,1
689,2,0,"Braund, Mr Lewis Richard",29,Southampton,"Bridgerule, Devon",,,,1,0,0,1
690,2,0,"Braund, Mr Owen Harris",22,Southampton,"Bridgerule, Devon",,,,1,0,0,1
691,2,0,"Brobek, Mr Karl Rudolf",22,Southampton,"Sweden Worcester, MA",,,,1,0,0,1
692,2,0,"Brocklebank, Mr William Alfred",35,Southampton,"Broomfield, Chelmsford, England",,,,1,0,0,1
693,2,1,"Buckley, Mr Daniel",21,Queenstown,"Kingwilliamstown, Co Cork, Ireland New York, NY",,,,1,0,0,1
694,2,0,"Buckley, Miss Katherine",20,Queenstown,"Co Cork, Ireland Roxbury, MA",,,-299,0,0,0,1
695,2,0,"Burke, Mr Jeremiah",19,Queenstown,"Co Cork, Ireland Charlestown, MA",,,,1,0,0,1
696,2,0,"Burns, Miss Mary Delia",18,Queenstown,"Co Sligo, Ireland New York, NY",,,,0,0,0,1
697,2,0,"Cacic, Mr Grego",18,Southampton,Croatia,,,,1,0,0,1
698,2,0,"Cacic, Mr Luka",38,Southampton,Croatia,,,,1,0,0,1
699,2,0,"Cacic, Mr Manda",31.19418104,Southampton,Croatia,,,,1,0,0,1
700,2,0,"Cacic, Mr Maria",30,Southampton,Croatia,,,,1,0,0,1
701,2,0,"Calic, Mr Peter",17,Southampton,,,,,1,0,0,1
702,2,0,"Canavan, Miss Mary",21,Queenstown,,,,,0,0,0,1
703,2,0,"Canavan, Mr Patrick",21,Queenstown,"Ireland Philadelphia, PA",,,,1,0,0,1
704,2,0,"Cann, Mr Ernest",21,Southampton,,,,,1,0,0,1
705,2,0,"Caram (Kareem), Mr Joseph",31.19418104,Cherbourg,"Ottawa, ON",,,,1,0,0,1
706,2,0,"Caram (Kareem), Mrs Joseph (Maria Elias)",31.19418104,Cherbourg,"Ottawa, ON",,,,0,0,0,1
707,2,0,"Carlsson, Mr Carl Robert",24,Southampton,"Goteborg, Sweden Huntley, IL",,,,1,0,0,1
708,2,0,"Carlsson, Mr Frans Olof",33,Southampton,"New York, NY",,,,1,0,0,1
709,2,0,"Carlsson, Mr Julius",33,Southampton,,,,,1,0,0,1
710,2,0,"Carlsson, Mr August Sigfrid",28,Southampton,"Dagsas, Sweden Fower, MN",,,,1,0,0,1
711,2,1,"Carr, Miss Helen",16,Queenstown,"Co Longford, Ireland New York, NY",,,,0,0,0,1
712,2,0,"Carr, Miss Jeannie",37,Queenstown,"Co Sligo, Ireland Hartford, CT",,,,0,0,0,1
713,2,0,"Carver, Mr Alfred John",28,Southampton,"St Denys, Southampton, Hants",,,,1,0,0,1
714,2,1,"Cassem, Mr Nassef Belmenly",31.19418104,Cherbourg,"Syria Fredericksburg, VA",,,,1,0,0,1
715,2,0,"Celotti, Mr Francesco",24,Southampton,London,,,,1,0,0,1
716,2,0,"Chartens, Mr David",21,Southampton,"Ireland New York, NY",,,,1,0,0,1
717,2,0,"Chebab, Mr Emir Farres",31.19418104,Cherbourg,,,,,1,0,0,1
718,2,0,"Chip, Mr Chang",32,Southampton,"Hong Kong New York, NY",,,,1,0,0,1
719,2,0,"Christmann, Mr Emil",29,Southampton,,,,,1,0,0,1
720,2,0,"Chronopoulos, Mr Apostolos",26,Cherbourg,Greece,,,,1,0,0,1
721,2,0,"Chronopoulos, Mr Demetrios",18,Cherbourg,Greece,,,,1,0,0,1
722,2,0,"Coelho, Mr Domingos Fernandes",20,Southampton,Portugal,,,,1,0,0,1
723,2,1,"Cohen, Mr Gurshon (Gus)",19,Southampton,"London Brooklyn, NY",,,,1,0,0,1
724,2,0,"Colbert, Mr Patrick",24,Queenstown,"Co Limerick, Ireland Sherbrooke, PQ",,,,1,0,0,1
725,2,0,"Coleff, Mr Fotio",24,Southampton,,,,,1,0,0,1
726,2,0,"Coleff, Mr Peyo",36,Southampton,"Bulgaria Chicago, IL",,,,1,0,0,1
727,2,0,"Conlin, Mr Thomas Henry",31,Queenstown,"Philadelphia, PA",,,,1,0,0,1
728,2,0,"Connaghton, Mr Michael",31,Queenstown,"Ireland Brooklyn, NY",,,,1,0,0,1
729,2,0,"Connolly, Miss Kate",30,Queenstown,Ireland,,,,0,0,0,1
730,2,1,"Connolly, Miss Kate",22,Queenstown,Ireland,,,,0,0,0,1
731,2,0,"Connors, Mr Patrick",31.19418104,Queenstown,,,,-171,1,0,0,1
732,2,0,"Cook, Mr Jacob",43,Southampton,,,,,1,0,0,1
733,2,0,"Cor, Mr Bartol",35,Southampton,Austria,,,,1,0,0,1
734,2,0,"Cor, Mr Ivan",27,Southampton,Austria,,,,1,0,0,1
735,2,0,"Cor, Mr Ludovik",19,Southampton,Austria,,,,1,0,0,1
736,2,0,"Corn, Mr Harry",30,Southampton,London,,,,1,0,0,1
737,2,1,"Coutts, Mrs William (Minnie)",36,Southampton,"England Brooklyn, NY",,,2,0,0,0,1
738,2,1,"Coutts, Master Neville",3,Southampton,"England Brooklyn, NY",,,2,1,0,0,1
739,2,1,"Coutts, Master William Leslie",9,Southampton,"England Brooklyn, NY",,,2,1,0,0,1
740,2,0,"Coxon, Mr Daniel",59,Southampton,"Merrill, WI",,,,1,0,0,1
741,2,0,"Crease, Mr Ernest James",19,Southampton,"Bristol, England Cleveland, OH",,,,1,0,0,1
742,2,0,"Cribb, Mr John Hatfield",44,Southampton,"Bournemouth, England Newark, NJ",,,,1,0,0,1
743,2,1,"Cribb, Miss Laura Alice",17,Southampton,"Bournemouth, England Newark, NJ",,,,0,0,0,1
744,2,0,"Daher, Mr Tannous",31.19418104,Cherbourg,,,,,1,0,0,1
745,2,1,"Dahl, Mr Charles Edward",45,Southampton,"Australia Fingal, ND",,,15,1,0,0,1
746,2,0,"Dahlberg, Miss Gerda Ulrika",22,Southampton,"Norrlot, Sweden Chicago, IL",,,,0,0,0,1
747,2,0,"Dakic, Mr Branko",19,Southampton,Austria,,,,1,0,0,1
748,2,1,"Daly, Mr Eugene",29,Queenstown,"Co Athlone, Ireland New York, NY",,,B,1,0,0,1
749,2,1,"Daly, Miss Marcella",30,Queenstown,"Co Athlone, Ireland New York, NY",,,,0,0,0,1
750,2,0,"Danbom, Mr Ernst Gilbert",34,Southampton,"Stanton, IA",,,,1,0,0,1
751,2,0,"Danbom, Mrs Ernst Gilbert (Anna Sigrid Maria Brogren)",28,Southampton,"Stanton, IA",,,,0,0,0,1
752,2,0,"Danbom, Master Gilbert Sigvard Emanuel",0.3333,Southampton,"Stanton, IA",,,,1,0,0,1
753,2,0,"Danoff, Mr Yoto",27,Southampton,"Bulgaria Chicago, IL",,,,1,0,0,1
754,2,0,"Dantchoff, Mr Khristo",25,Southampton,"Bulgaria Chicago, IL",,,,1,0,0,1
755,2,0,"Davies, Mr Alfred",24,Southampton,"West Bromwich, England Pontiac, MI",,,,1,0,0,1
756,2,0,"Davies, Mr Evan",22,Southampton,,,,,1,0,0,1
